theta_T5_admission,se,base_admission_rate,t5_min,t5_max,t5_mean,t5_sd,rel_change_per_unit_pct,rel_change_per_sd_pct
0.03663944808819014,0.009502099315696701,0.5837021918807228,-0.12949608266353607,0.9786063432693481,0.5020265086904229,0.22785747992453584,6.27707906494846,1.430279417026218
