treatment,outcome,learner,confounder,importance_outcome,importance_treatment,coef_outcome,se_outcome,pval_outcome,coef_treatment,se_treatment,pval_treatment
T7_source_earned,rank_delta,lgbm,conf_word_count,170.0,136.0,-0.334820789267364,0.11357005376692383,0.0033714857641291562,0.010681520911416609,0.00864309556689939,0.2171926951860974
T7_source_earned,rank_delta,lgbm,conf_readability,152.0,94.0,-0.17307762627741577,0.09530855346363493,0.07007262490796728,-0.0058700854031707725,0.007253328748260652,0.41879388711599197
T7_source_earned,rank_delta,lgbm,conf_internal_links,134.0,347.0,0.1503476209406218,0.10397045876288902,0.14889026749755807,0.010130238016585224,0.007912531353258355,0.2011392733858135
T7_source_earned,rank_delta,lgbm,conf_outbound_links,97.0,62.0,0.08130913617408776,0.10905894685023405,0.4563462627783539,-0.00326070809061675,0.008299783867201965,0.6946131307202372
T7_source_earned,rank_delta,lgbm,conf_images_alt,120.0,69.0,-0.047809533356097694,0.09816815032492614,0.626495200143856,-0.003562567207185655,0.007470954505537028,0.6337076896908147
T7_source_earned,rank_delta,lgbm,conf_bm25,126.0,168.0,0.028129870064420703,0.10270736385340447,0.7843058384159607,-0.011587032029756644,0.007816405220966969,0.13896832021762417
T7_source_earned,rank_delta,lgbm,conf_domain_authority,74.0,62.0,0.10823217986993473,0.13398681314421826,0.41966356757832046,0.026096592985115567,0.01019688546671309,0.01083117609146611
T7_source_earned,rank_delta,lgbm,conf_backlinks,120.0,50.0,-0.09072425847255791,0.10259941374945485,0.3770527470070384,-0.0020296395667532266,0.007808189824091239,0.795036864028315
T7_source_earned,rank_delta,lgbm,conf_referring_domains,58.0,28.0,0.09519832657193743,0.10701334056388757,0.3741829936505092,-0.006173527307184015,0.008144105763346985,0.4488454928984582
T7_source_earned,rank_delta,lgbm,conf_serp_position,299.0,92.0,3.443022050435999,0.09441155276030745,0.0,-0.003083362006439047,0.007185063721122898,0.6680404358823431
T1a_stats_present,pre_rank,lgbm,conf_title_kw_sim,127.0,193.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,-0.024005335964895833,0.024677087598609,0.33125284230068863
T1a_stats_present,pre_rank,lgbm,conf_snippet_kw_sim,111.0,149.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,-0.027500889337810388,0.0211354270041628,0.19394942020157346
T1a_stats_present,pre_rank,lgbm,conf_title_len,57.0,140.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,0.028733450703394753,0.020517974067910016,0.1621695500815945
T1a_stats_present,pre_rank,lgbm,conf_snippet_len,39.0,107.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,-0.016354583609975264,0.020976402036745473,0.4360498211157622
T1a_stats_present,pre_rank,lgbm,conf_brand_recog,1.0,7.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,0.00029734848355711906,0.028336844583852026,0.9916329146868428
T1a_stats_present,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,-0.00596744990386897,0.0231274508838669,0.7965210003538097
T1a_stats_present,pre_rank,lgbm,conf_word_count,78.0,208.0,8.933384132081933e-16,9.98872001782663e-16,0.3716752896481712,0.07164011264971586,0.02418040671557987,0.0032317565786592617
T1a_stats_present,pre_rank,lgbm,conf_readability,71.0,244.0,3.1108645192576963e-15,8.366580633315505e-16,0.0002293473631911347,0.014818449885386359,0.020253578253390796,0.46481413892562573
T1a_stats_present,pre_rank,lgbm,conf_internal_links,86.0,159.0,-6.776003209290591e-16,9.13654718147805e-16,0.45874348231953244,0.021328377580416624,0.022117491173037573,0.3354687258276574
T1a_stats_present,pre_rank,lgbm,conf_outbound_links,155.0,143.0,-1.6819567057592293e-15,9.567318834432178e-16,0.07951029968317447,0.02716358877846425,0.023160290826184704,0.24155496092279982
T1a_stats_present,pre_rank,lgbm,conf_images_alt,135.0,154.0,6.042865900533912e-16,8.596825421567077e-16,0.482516579571886,0.03653247089684492,0.02081094822813526,0.07995060842172674
T1a_stats_present,pre_rank,lgbm,conf_bm25,83.0,190.0,3.172418513632648e-16,9.176559501685026e-16,0.7297436754721343,0.03450441738383328,0.022214351849331633,0.12115648442266713
T1a_stats_present,pre_rank,lgbm,conf_domain_authority,16.0,62.0,-1.7318825708885526e-15,1.2228789731717546e-15,0.15748723932873898,-0.021865385422202968,0.029603103182841598,0.46057322041600557
T1a_stats_present,pre_rank,lgbm,conf_backlinks,41.0,69.0,4.142664397995007e-15,9.002879766686744e-16,5.644045888875127e-06,-0.009362543910167796,0.021793912931931045,0.6677225714033261
T1a_stats_present,pre_rank,lgbm,conf_referring_domains,34.0,32.0,-6.316591894655738e-16,9.386565924334262e-16,0.5013752735320447,-0.07380259750371408,0.02272272936952239,0.0012606930464218458
T1a_stats_present,pre_rank,lgbm,conf_serp_position,1252.0,102.0,5.255894039301686,8.251935059260991e-16,0.0,0.004454110865624632,0.019976047538361054,0.8236709490173002
T1b_stats_density,pre_rank,lgbm,conf_title_kw_sim,109.0,132.0,-5.773159728050814e-15,7.250842377973751e-16,1.8207657603852567e-14,-0.003632086591927954,0.08900095006585565,0.9674684162935743
T1b_stats_density,pre_rank,lgbm,conf_snippet_kw_sim,115.0,131.0,3.2093553852140927e-16,6.337719901585157e-16,0.6128664190420852,-0.06121306820656557,0.0777927671143208,0.4318289556490422
T1b_stats_density,pre_rank,lgbm,conf_title_len,79.0,101.0,-9.452221301773547e-16,6.111574700842322e-16,0.12276017920458981,0.10528085251861621,0.07501693271195024,0.161276907378461
T1b_stats_density,pre_rank,lgbm,conf_snippet_len,32.0,140.0,7.816858754174981e-16,6.271237919135783e-16,0.21333544522755266,-0.03242321607808066,0.0769767295711203,0.6738328673478722
T1b_stats_density,pre_rank,lgbm,conf_brand_recog,1.0,25.0,-1.5806031704029027e-15,8.42431955437385e-16,0.06136157174380963,0.04683595690320739,0.10340487420816923,0.6508429826006648
T1b_stats_density,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-2.521979396877937e-15,6.775182136975041e-16,0.00022608866696627317,0.0345928194747582,0.08316242660187308,0.677660675064014
T1b_stats_density,pre_rank,lgbm,conf_word_count,84.0,235.0,2.8779333999833874e-15,7.221002042813481e-16,8.023596870310179e-05,-0.01832631654056237,0.0886346728747233,0.8363022416918873
T1b_stats_density,pre_rank,lgbm,conf_readability,57.0,173.0,4.138645885220652e-15,6.029630693398166e-16,2.6148194720576612e-11,-0.0142741090442303,0.07401110550808108,0.847164524628119
T1b_stats_density,pre_rank,lgbm,conf_internal_links,86.0,165.0,5.196151198874388e-16,6.563266187515574e-16,0.4290108018298142,-0.07626149224257284,0.0805612500967411,0.34440883588174676
T1b_stats_density,pre_rank,lgbm,conf_outbound_links,160.0,105.0,-7.403371151317343e-16,6.900945965903526e-16,0.28401513179810767,0.031786657476081226,0.08470612313740343,0.7076704645764613
T1b_stats_density,pre_rank,lgbm,conf_images_alt,131.0,92.0,-3.2853564510771163e-15,6.191303215217078e-16,1.870061525632849e-07,0.059953609832896215,0.07599556569785655,0.4306394546174004
T1b_stats_density,pre_rank,lgbm,conf_bm25,82.0,177.0,3.631743837320646e-15,6.650995585456729e-16,8.424373865167922e-08,-0.18741546415325935,0.08163809046348071,0.022218300277566216
T1b_stats_density,pre_rank,lgbm,conf_domain_authority,14.0,31.0,-5.520396598062177e-16,8.799008174316487e-16,0.5307680100426313,-0.0008779132438711082,0.10800401475148882,0.9935185615559718
T1b_stats_density,pre_rank,lgbm,conf_backlinks,33.0,64.0,-2.5642637944650745e-16,6.483049429868911e-16,0.6926632134234334,-0.04597214960728249,0.07957662413611574,0.5637904493015236
T1b_stats_density,pre_rank,lgbm,conf_referring_domains,34.0,49.0,3.3822694458810657e-16,6.767101831880119e-16,0.617487431542457,-0.14347656090283928,0.08306324435617225,0.08489441594966474
T1b_stats_density,pre_rank,lgbm,conf_serp_position,1253.0,86.0,5.2585126840111815,5.94722589942138e-16,0.0,-0.05762624200070865,0.07299962234907678,0.43035031935834844
T2a_question_headings,pre_rank,lgbm,conf_title_kw_sim,127.0,151.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,0.016564618618421383,0.023665575696120357,0.4843690884676344
T2a_question_headings,pre_rank,lgbm,conf_snippet_kw_sim,111.0,179.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,0.0028888026129518275,0.020269087494143162,0.8867391871009485
T2a_question_headings,pre_rank,lgbm,conf_title_len,57.0,99.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,0.0280544184078996,0.019676943905752056,0.15472214569503473
T2a_question_headings,pre_rank,lgbm,conf_snippet_len,39.0,170.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,0.005891747487905366,0.02011658094777908,0.7697660057827256
T2a_question_headings,pre_rank,lgbm,conf_brand_recog,1.0,5.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,0.025807425391435507,0.027175319527015383,0.34285780911020636
T2a_question_headings,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,0.007216403491176806,0.022179458469860493,0.7450759342088613
T2a_question_headings,pre_rank,lgbm,conf_word_count,78.0,163.0,8.933384132081933e-16,9.98872001782663e-16,0.3716752896481712,0.08222226463834742,0.02318925372387902,0.00043802832164363537
T2a_question_headings,pre_rank,lgbm,conf_readability,71.0,157.0,3.1108645192576963e-15,8.366580633315505e-16,0.0002293473631911347,-0.022189235215326425,0.019423385655118187,0.2539737136006064
T2a_question_headings,pre_rank,lgbm,conf_internal_links,86.0,186.0,-6.776003209290591e-16,9.13654718147805e-16,0.45874348231953244,0.05054492042475926,0.021210896929072735,0.01764091670591239
T2a_question_headings,pre_rank,lgbm,conf_outbound_links,155.0,145.0,-1.6819567057592293e-15,9.567318834432178e-16,0.07951029968317447,0.022013102229656283,0.02221095230549538,0.3222411897938089
T2a_question_headings,pre_rank,lgbm,conf_images_alt,135.0,124.0,6.042865900533912e-16,8.596825421567077e-16,0.482516579571886,-0.04787485753008559,0.019957909077922886,0.016907448537599068
T2a_question_headings,pre_rank,lgbm,conf_bm25,83.0,137.0,3.172418513632648e-16,9.176559501685026e-16,0.7297436754721343,0.0814732312262228,0.021303787293774593,0.0001520969721067189
T2a_question_headings,pre_rank,lgbm,conf_domain_authority,16.0,68.0,-1.7318825708885526e-15,1.2228789731717546e-15,0.15748723932873898,0.012532187392384582,0.028389674284460105,0.6591374455983303
T2a_question_headings,pre_rank,lgbm,conf_backlinks,41.0,80.0,4.142664397995007e-15,9.002879766686744e-16,5.644045888875127e-06,-0.009873006034404568,0.020900582134917054,0.6369142105224608
T2a_question_headings,pre_rank,lgbm,conf_referring_domains,34.0,39.0,-6.316591894655738e-16,9.386565924334262e-16,0.5013752735320447,0.012413446791043382,0.0217913264589295,0.5692351290019535
T2a_question_headings,pre_rank,lgbm,conf_serp_position,1252.0,66.0,5.255894039301686,8.251935059260991e-16,0.0,0.003998654463727191,0.019157230902524736,0.8347669330334864
T2b_structural_modularity,pre_rank,lgbm,conf_title_kw_sim,127.0,104.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,-2.2660288708011405,1.3793070721884528,0.10119661655183831
T2b_structural_modularity,pre_rank,lgbm,conf_snippet_kw_sim,111.0,172.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,0.1524821558013968,1.1813486427064352,0.8973636232519979
T2b_structural_modularity,pre_rank,lgbm,conf_title_len,57.0,64.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,0.744079111530745,1.1468365797122189,0.5168344036578103
T2b_structural_modularity,pre_rank,lgbm,conf_snippet_len,39.0,145.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,-0.6271454482545648,1.1724600629120505,0.5930189940328301
T2b_structural_modularity,pre_rank,lgbm,conf_brand_recog,1.0,43.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,7.746517582575824,1.583866409754744,1.4582735838875038e-06
T2b_structural_modularity,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,1.5283086760195481,1.2926913047715902,0.23780310839870133
T2b_structural_modularity,pre_rank,lgbm,conf_word_count,78.0,212.0,8.933384132081933e-16,9.98872001782663e-16,0.3716752896481712,8.245848648838384,1.3515454713980297,2.4944588616904184e-09
T2b_structural_modularity,pre_rank,lgbm,conf_readability,71.0,203.0,3.1108645192576963e-15,8.366580633315505e-16,0.0002293473631911347,-1.0030513279761017,1.132058376434943,0.3761285604032001
T2b_structural_modularity,pre_rank,lgbm,conf_internal_links,86.0,168.0,-6.776003209290591e-16,9.13654718147805e-16,0.45874348231953244,5.05540676527304,1.2362403736718108,5.234286324262705e-05
T2b_structural_modularity,pre_rank,lgbm,conf_outbound_links,155.0,163.0,-1.6819567057592293e-15,9.567318834432178e-16,0.07951029968317447,1.7534148603268207,1.2945268684096494,0.17634878689885358
T2b_structural_modularity,pre_rank,lgbm,conf_images_alt,135.0,149.0,6.042865900533912e-16,8.596825421567077e-16,0.482516579571886,-2.3898840643301713,1.1632121479210837,0.04057272614664065
T2b_structural_modularity,pre_rank,lgbm,conf_bm25,83.0,114.0,3.172418513632648e-16,9.176559501685026e-16,0.7297436754721343,3.142223933660936,1.2416543276197995,0.011767829852025402
T2b_structural_modularity,pre_rank,lgbm,conf_domain_authority,16.0,127.0,-1.7318825708885526e-15,1.2228789731717546e-15,0.15748723932873898,1.0470245248526775,1.6546429725815586,0.52723997089464
T2b_structural_modularity,pre_rank,lgbm,conf_backlinks,41.0,92.0,4.142664397995007e-15,9.002879766686744e-16,5.644045888875127e-06,-1.6233751749972107,1.2181542136020265,0.18340668163987317
T2b_structural_modularity,pre_rank,lgbm,conf_referring_domains,34.0,58.0,-6.316591894655738e-16,9.386565924334262e-16,0.5013752735320447,-2.2533663700671793,1.2700697030622512,0.0767914586992009
T2b_structural_modularity,pre_rank,lgbm,conf_serp_position,1252.0,71.0,5.255894039301686,8.251935059260991e-16,0.0,-3.019712208749059,1.116546007867932,0.00713332169265124
T3_structured_data_new,pre_rank,lgbm,conf_title_kw_sim,127.0,123.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,-0.0062346701971335225,0.028443030339862358,0.8266074931025011
T3_structured_data_new,pre_rank,lgbm,conf_snippet_kw_sim,111.0,140.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,0.01401957368842947,0.024360880882849184,0.5652807417840509
T3_structured_data_new,pre_rank,lgbm,conf_title_len,57.0,155.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,-0.00727140292316402,0.02364919914451208,0.758646602197308
T3_structured_data_new,pre_rank,lgbm,conf_snippet_len,39.0,129.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,0.012182783539952053,0.024177587292996967,0.6146185488624951
T3_structured_data_new,pre_rank,lgbm,conf_brand_recog,1.0,28.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,-0.08047220052551558,0.03266129874580091,0.014166674968727921
T3_structured_data_new,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,0.01637813558173768,0.026656905299091392,0.539297920175744
T3_structured_data_new,pre_rank,lgbm,conf_word_count,78.0,156.0,8.933384132081933e-16,9.98872001782663e-16,0.3716752896481712,0.05929858474060589,0.02787055154272815,0.03397929182102066
T3_structured_data_new,pre_rank,lgbm,conf_readability,71.0,149.0,3.1108645192576963e-15,8.366580633315505e-16,0.0002293473631911347,0.04689470934431917,0.02334445418042131,0.04522987376396359
T3_structured_data_new,pre_rank,lgbm,conf_internal_links,86.0,198.0,-6.776003209290591e-16,9.13654718147805e-16,0.45874348231953244,0.053881731770417725,0.025492816766262402,0.03516919018281772
T3_structured_data_new,pre_rank,lgbm,conf_outbound_links,155.0,92.0,-1.6819567057592293e-15,9.567318834432178e-16,0.07951029968317447,0.032646572839528154,0.026694756908280368,0.2220672998710167
T3_structured_data_new,pre_rank,lgbm,conf_images_alt,135.0,139.0,6.042865900533912e-16,8.596825421567077e-16,0.482516579571886,0.0008262689244242119,0.023986883763686996,0.9725381721246198
T3_structured_data_new,pre_rank,lgbm,conf_bm25,83.0,184.0,3.172418513632648e-16,9.176559501685026e-16,0.7297436754721343,0.05689755040139666,0.02560445924204333,0.026831699462447123
T3_structured_data_new,pre_rank,lgbm,conf_domain_authority,16.0,42.0,-1.7318825708885526e-15,1.2228789731717546e-15,0.15748723932873898,0.0076696634034613635,0.0341207996534851,0.8222657212220565
T3_structured_data_new,pre_rank,lgbm,conf_backlinks,41.0,96.0,4.142664397995007e-15,9.002879766686744e-16,5.644045888875127e-06,0.012520652657344027,0.025119857611648425,0.6184510934236189
T3_structured_data_new,pre_rank,lgbm,conf_referring_domains,34.0,118.0,-6.316591894655738e-16,9.386565924334262e-16,0.5013752735320447,-0.04096488451920127,0.026190419687055683,0.11858280382188591
T3_structured_data_new,pre_rank,lgbm,conf_serp_position,1252.0,107.0,5.255894039301686,8.251935059260991e-16,0.0,0.03840379518134107,0.02302456981334229,0.09611051834786233
T4a_ext_citations,pre_rank,lgbm,conf_title_kw_sim,127.0,110.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,0.006269319428695109,0.01761391299259815,0.7220811258110731
T4a_ext_citations,pre_rank,lgbm,conf_snippet_kw_sim,111.0,133.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,0.01318536924462318,0.015085960643658674,0.38263534848203773
T4a_ext_citations,pre_rank,lgbm,conf_title_len,57.0,67.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,-0.006238032431744944,0.014645237553759124,0.6703792525568759
T4a_ext_citations,pre_rank,lgbm,conf_snippet_len,39.0,110.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,-9.765953428750361e-05,0.014972452437775518,0.9947990034342182
T4a_ext_citations,pre_rank,lgbm,conf_brand_recog,1.0,5.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,0.016083799320568297,0.02022615971152448,0.42697117926862993
T4a_ext_citations,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,-0.02242745339480043,0.0165078194896865,0.17504229276909467
T4a_ext_citations,pre_rank,lgbm,conf_word_count,78.0,126.0,8.933384132081933e-16,9.98872001782663e-16,0.3716752896481712,-0.00964935191266493,0.017259394096322277,0.5764219685485839
T4a_ext_citations,pre_rank,lgbm,conf_readability,71.0,130.0,3.1108645192576963e-15,8.366580633315505e-16,0.0002293473631911347,0.004011484437083735,0.014456518165624717,0.7815505069786246
T4a_ext_citations,pre_rank,lgbm,conf_internal_links,86.0,145.0,-6.776003209290591e-16,9.13654718147805e-16,0.45874348231953244,0.03515712293688748,0.015786934482430615,0.02650626744420226
T4a_ext_citations,pre_rank,lgbm,conf_outbound_links,155.0,357.0,-1.6819567057592293e-15,9.567318834432178e-16,0.07951029968317447,0.07257768013981691,0.016531259852507127,1.451356750359345e-05
T4a_ext_citations,pre_rank,lgbm,conf_images_alt,135.0,140.0,6.042865900533912e-16,8.596825421567077e-16,0.482516579571886,-0.015981144929492642,0.01485435547931116,0.2826418395420154
T4a_ext_citations,pre_rank,lgbm,conf_bm25,83.0,129.0,3.172418513632648e-16,9.176559501685026e-16,0.7297436754721343,0.025110286839175117,0.015856071308963743,0.11406823886486595
T4a_ext_citations,pre_rank,lgbm,conf_domain_authority,16.0,30.0,-1.7318825708885526e-15,1.2228789731717546e-15,0.15748723932873898,-0.01739015835441719,0.021129984715168294,0.41099472828025707
T4a_ext_citations,pre_rank,lgbm,conf_backlinks,41.0,71.0,4.142664397995007e-15,9.002879766686744e-16,5.644045888875127e-06,0.009347789759909228,0.015555972098301072,0.5482389684130515
T4a_ext_citations,pre_rank,lgbm,conf_referring_domains,34.0,49.0,-6.316591894655738e-16,9.386565924334262e-16,0.5013752735320447,0.01519789094223957,0.016218938984180715,0.3493017521306869
T4a_ext_citations,pre_rank,lgbm,conf_serp_position,1252.0,50.0,5.255894039301686,8.251935059260991e-16,0.0,0.008138600878150049,0.014258423400682401,0.5684616391414217
T4b_auth_citations,pre_rank,lgbm,conf_title_kw_sim,127.0,168.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,0.017674092581056965,0.025452185028493512,0.4878331678496082
T4b_auth_citations,pre_rank,lgbm,conf_snippet_kw_sim,111.0,200.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,0.02324141700496705,0.021799282294418434,0.2869982134382938
T4b_auth_citations,pre_rank,lgbm,conf_title_len,57.0,171.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,0.01551612149566575,0.021162435408938383,0.4638720715292468
T4b_auth_citations,pre_rank,lgbm,conf_snippet_len,39.0,147.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,0.029719471998324067,0.02163526241651825,0.170318860024546
T4b_auth_citations,pre_rank,lgbm,conf_brand_recog,1.0,1.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,0.00529471273085673,0.02922689351366247,0.856334817597407
T4b_auth_citations,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,-0.0039682595464168675,0.023853874845699247,0.8679602618392224
T4b_auth_citations,pre_rank,lgbm,conf_word_count,78.0,159.0,8.933384132081933e-16,9.98872001782663e-16,0.3716752896481712,0.01492963946313051,0.02493990359801849,0.5497629396390811
T4b_auth_citations,pre_rank,lgbm,conf_readability,71.0,79.0,3.1108645192576963e-15,8.366580633315505e-16,0.0002293473631911347,0.0007268201825050424,0.02088973502786579,0.9722620629312724
T4b_auth_citations,pre_rank,lgbm,conf_internal_links,86.0,64.0,-6.776003209290591e-16,9.13654718147805e-16,0.45874348231953244,-0.018717466669327727,0.022812192705186005,0.41241947923972977
T4b_auth_citations,pre_rank,lgbm,conf_outbound_links,155.0,93.0,-1.6819567057592293e-15,9.567318834432178e-16,0.07951029968317447,0.007469607505822192,0.02388774627744166,0.7546748495439062
T4b_auth_citations,pre_rank,lgbm,conf_images_alt,135.0,265.0,6.042865900533912e-16,8.596825421567077e-16,0.482516579571886,-0.028831651400878167,0.021464611770100256,0.17996491059665898
T4b_auth_citations,pre_rank,lgbm,conf_bm25,83.0,54.0,3.172418513632648e-16,9.176559501685026e-16,0.7297436754721343,-0.0020052114727591697,0.022912095736496736,0.9303040069682846
T4b_auth_citations,pre_rank,lgbm,conf_domain_authority,16.0,22.0,-1.7318825708885526e-15,1.2228789731717546e-15,0.15748723932873898,-0.007321161976706135,0.030532924787677978,0.8106245211741923
T4b_auth_citations,pre_rank,lgbm,conf_backlinks,41.0,44.0,4.142664397995007e-15,9.002879766686744e-16,5.644045888875127e-06,0.018667530625019274,0.02247845100122974,0.4067734687369886
T4b_auth_citations,pre_rank,lgbm,conf_referring_domains,34.0,42.0,-6.316591894655738e-16,9.386565924334262e-16,0.5013752735320447,-0.010235556792417794,0.023436441190818145,0.6625384698304204
T4b_auth_citations,pre_rank,lgbm,conf_serp_position,1252.0,134.0,5.255894039301686,8.251935059260991e-16,0.0,-0.04215967217491799,0.020603487184322648,0.041387750239558097
T5_topical_comp,pre_rank,lgbm,conf_title_kw_sim,109.0,151.0,-5.773159728050814e-15,7.250842377973751e-16,1.8207657603852567e-14,0.04121005485974826,0.007690952022337247,1.432808112156181e-07
T5_topical_comp,pre_rank,lgbm,conf_snippet_kw_sim,115.0,182.0,3.2093553852140927e-16,6.337719901585157e-16,0.6128664190420852,0.016610317171256432,0.006722405088017461,0.013900003191640087
T5_topical_comp,pre_rank,lgbm,conf_title_len,79.0,61.0,-9.452221301773547e-16,6.111574700842322e-16,0.12276017920458981,0.005233474271961555,0.0064825333878301234,0.419969647394574
T5_topical_comp,pre_rank,lgbm,conf_snippet_len,32.0,153.0,7.816858754174981e-16,6.271237919135783e-16,0.21333544522755266,0.0062663684420056895,0.0066518878004094405,0.34674755245232847
T5_topical_comp,pre_rank,lgbm,conf_brand_recog,1.0,3.0,-1.5806031704029027e-15,8.42431955437385e-16,0.06136157174380963,-0.0053571929779880215,0.008935656594928303,0.5491642013193938
T5_topical_comp,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-2.521979396877937e-15,6.775182136975041e-16,0.00022608866696627317,-0.008780616009947857,0.007186420286332698,0.22250074134668596
T5_topical_comp,pre_rank,lgbm,conf_word_count,84.0,173.0,2.8779333999833874e-15,7.221002042813481e-16,8.023596870310179e-05,0.01753044165728958,0.007659300446687876,0.022620764520318914
T5_topical_comp,pre_rank,lgbm,conf_readability,57.0,144.0,4.138645885220652e-15,6.029630693398166e-16,2.6148194720576612e-11,-0.00925092428703698,0.006395615565469853,0.14884667608773983
T5_topical_comp,pre_rank,lgbm,conf_internal_links,86.0,141.0,5.196151198874388e-16,6.563266187515574e-16,0.4290108018298142,0.00594085955907108,0.006961641520625165,0.3939723673936031
T5_topical_comp,pre_rank,lgbm,conf_outbound_links,160.0,84.0,-7.403371151317343e-16,6.900945965903526e-16,0.28401513179810767,-0.002126273684868972,0.007319817693697757,0.7716005182383283
T5_topical_comp,pre_rank,lgbm,conf_images_alt,131.0,82.0,-3.2853564510771163e-15,6.191303215217078e-16,1.870061525632849e-07,-0.012141911020078559,0.00656710124172958,0.06522124656972883
T5_topical_comp,pre_rank,lgbm,conf_bm25,82.0,246.0,3.631743837320646e-15,6.650995585456729e-16,8.424373865167922e-08,0.04187708136719256,0.007054695893529974,6.408045205574808e-09
T5_topical_comp,pre_rank,lgbm,conf_domain_authority,14.0,48.0,-5.520396598062177e-16,8.799008174316487e-16,0.5307680100426313,0.010969214422736882,0.00933308796208207,0.24058291509322416
T5_topical_comp,pre_rank,lgbm,conf_backlinks,33.0,98.0,-2.5642637944650745e-16,6.483049429868911e-16,0.6926632134234334,-0.005232394869021951,0.006876555788197432,0.4471698887249005
T5_topical_comp,pre_rank,lgbm,conf_referring_domains,34.0,82.0,3.3822694458810657e-16,6.767101831880119e-16,0.617487431542457,-0.004520571299583842,0.007177849525092642,0.5291939829009271
T5_topical_comp,pre_rank,lgbm,conf_serp_position,1253.0,71.0,5.2585126840111815,5.94722589942138e-16,0.0,0.000667638587662611,0.0063082089878822205,0.9157659606838204
T6_freshness,pre_rank,lgbm,conf_title_kw_sim,127.0,99.0,-2.7478019859472624e-15,1.0193894659309739e-15,0.007324766220818679,-0.07066240568302559,0.10508417707053566,0.5016952510285506
T6_freshness,pre_rank,lgbm,conf_snippet_kw_sim,111.0,137.0,-2.2267908794817573e-15,8.730864839662466e-16,0.011130077936586602,-0.060216505710572084,0.09000247476092024,0.5038480260598015
T6_freshness,pre_rank,lgbm,conf_title_len,57.0,132.0,2.8227093663461148e-15,8.475800291867241e-16,0.0009482472420265786,0.11237597557758096,0.08737313151177738,0.1991324686724545
T6_freshness,pre_rank,lgbm,conf_snippet_len,39.0,112.0,-2.9495937443872406e-16,8.665172980379048e-16,0.7337371656166267,-0.1652631998575753,0.08932528756174442,0.065034253320287
T6_freshness,pre_rank,lgbm,conf_brand_recog,1.0,18.0,-1.7286041798360305e-15,1.1705709091914961e-15,0.14053980164926028,-0.13791189111606447,0.12066877754397588,0.25376697921654934
T6_freshness,pre_rank,lgbm,conf_title_has_kw,0.0,0.0,-1.3735475776147328e-15,9.553752934028908e-16,0.15130164049537687,0.1831665910999943,0.09848525009926125,0.06364419196613036
